AGENT_ID,AGENT_NAME,PHONE,HIRE_DATE,CITY,VEHICLE_TYPE,STATUS
607,Richard Dominguez,3387360192,2023-01-16 10:26:00,Chennai,Bike,INACTIVE
608,David Russell,6919404122,2024-06-03 12:44:00,Chennai,Scooter,ACTIVE
609,Nicole Kelly,0860716840,2023-02-28 08:22:00,Pune,Cycle,ACTIVE
610,Anthony Martin,7726220625,2024-10-11 00:25:00,Delhi,Scooter,INACTIVE
611,Stephanie Robinson,0485972702,2024-10-28 22:12:00,Pune,Bike,INACTIVE
612,Emily Guzman,7437448759,2024-10-03 01:10:00,Chennai,Cycle,INACTIVE
613,Teresa Suarez,2842046548,2024-09-20 10:14:00,Bengaluru,Bike,ACTIVE
614,Joshua Gray,3287926994,2023-11-23 05:44:00,Hyderabad,Cycle,ACTIVE
615,Mr. Kenneth Cruz,9400048455,2024-11-24 18:43:00,Hyderabad,Cycle,INACTIVE
616,David Adkins II,7905661624,2023-02-01 17:55:00,Bengaluru,Bike,ACTIVE
617,Debra Miller,7535004233,2024-04-16 03:23:00,Delhi,Cycle,ACTIVE
618,Jason Bowen,0238175136,2023-07-29 13:39:00,Bengaluru,Bike,INACTIVE
619,Crystal Clark,4328563228,2024-06-07 01:00:00,Hyderabad,Cycle,INACTIVE
620,Donald Rodriguez,5655757047,2024-07-25 22:36:00,Hyderabad,Scooter,INACTIVE
621,Benjamin Martin,7033421787,2023-10-06 07:08:00,Pune,Bike,ACTIVE
622,Daniel Kirby,1119886406,2023-07-23 05:55:00,Pune,Cycle,INACTIVE
623,Alexandria Diaz,5484549925,2024-05-22 14:13:00,Mumbai,Cycle,ACTIVE
624,Veronica Johnston,6174649624,2023-03-16 20:02:00,Bengaluru,Cycle,ACTIVE
625,Deborah Hurst,8077674915,2023-11-08 07:57:00,Hyderabad,Scooter,ACTIVE
626,Peter Wood,3560277640,2023-02-17 20:10:00,Pune,Cycle,INACTIVE
627,Kurt Lewis,9550796508,2023-12-04 12:49:00,Hyderabad,Cycle,INACTIVE
628,Sonya James,7381715369,2023-06-30 04:00:00,Hyderabad,Bike,ACTIVE
629,Kelsey Walker,2364288058,2023-03-09 17:56:00,Chennai,Scooter,INACTIVE
630,Kimberly Ali,4809202160,2024-04-18 05:40:00,Hyderabad,Bike,ACTIVE
631,Angela Leon,0675363029,2023-04-18 04:11:00,Mumbai,Scooter,INACTIVE
632,Lawrence Davis,8217562827,2024-09-25 23:36:00,Pune,Scooter,INACTIVE
633,Marcus Wheeler,0626873610,2023-01-08 07:24:00,Bengaluru,Bike,ACTIVE
634,Sara Morse,0182070337,2023-04-20 04:32:00,Bengaluru,Scooter,ACTIVE
635,Shane Sawyer,1520461155,2024-04-03 00:34:00,Delhi,Bike,ACTIVE
636,Karen Rogers,5444987300,2023-05-24 16:51:00,Delhi,Cycle,ACTIVE
637,Maria Romero,1862566592,2023-03-23 18:11:00,Delhi,Cycle,ACTIVE
638,Anthony Harrison,9287411818,2023-01-25 14:08:00,Mumbai,Bike,INACTIVE
639,Andrew Lee,2647815381,2023-04-30 13:00:00,Delhi,Bike,INACTIVE
640,Elizabeth Harvey,9430828115,2023-06-21 13:31:00,Bengaluru,Cycle,ACTIVE
641,Ronald Hunt,8063353675,2023-01-10 19:37:00,Delhi,Bike,ACTIVE
642,Stephanie Brewer,1160700649,2023-02-13 00:38:00,Bengaluru,Scooter,ACTIVE
643,Karen Wiley,5478697356,2023-11-28 02:11:00,Mumbai,Scooter,ACTIVE
644,Lisa Berg,2579034523,2023-06-09 06:39:00,Hyderabad,Cycle,ACTIVE
645,William Parrish,9558134869,2023-03-18 07:20:00,Chennai,Scooter,ACTIVE
646,Adam Conway,6451716547,2023-06-30 01:01:00,Hyderabad,Cycle,ACTIVE
647,Elizabeth Griffin,6375285681,2024-09-03 10:38:00,Bengaluru,Bike,INACTIVE
648,Steven Cox,7393304809,2024-02-02 21:01:00,Pune,Bike,ACTIVE
649,Eric Miller,1054447999,2024-02-17 01:13:00,Pune,Scooter,ACTIVE
650,Rachel Clay,1323066918,2024-05-17 05:20:00,Bengaluru,Cycle,INACTIVE
651,Bonnie Wood,9690317639,2024-01-09 01:39:00,Chennai,Cycle,ACTIVE
652,James Cooper,9459426784,2024-03-20 06:59:00,Chennai,Cycle,INACTIVE
653,Tina Grant,9714223690,2023-08-23 08:13:00,Mumbai,Scooter,ACTIVE
654,Christine Lamb,1496968607,2023-04-25 13:43:00,Chennai,Bike,INACTIVE
655,Shawn Kemp,9541234708,2023-05-16 11:06:00,Bengaluru,Bike,INACTIVE
656,Laura Estrada,8095634907,2024-08-13 09:17:00,Pune,Bike,INACTIVE
657,Bradley Miller,1358961282,2023-09-08 01:12:00,Delhi,Cycle,ACTIVE
658,Stephen Johnson,4743911094,2023-12-13 03:25:00,Mumbai,Bike,ACTIVE
659,Ellen Torres,1757937367,2023-01-31 20:11:00,Pune,Scooter,ACTIVE
660,Madison Hughes,4174699013,2023-02-26 20:01:00,Mumbai,Scooter,ACTIVE
661,Veronica Roach,3006221946,2024-05-04 10:33:00,Bengaluru,Cycle,ACTIVE
662,Melinda Jones,9912110140,2023-12-13 19:21:00,Chennai,Cycle,INACTIVE
663,Julie Murphy,0462517963,2024-02-29 11:31:00,Mumbai,Bike,ACTIVE
664,Darren Carr,4129556490,2023-08-16 13:06:00,Mumbai,Cycle,INACTIVE
665,Leslie West,6951179595,2024-05-07 09:29:00,Mumbai,Bike,ACTIVE
666,Jaime White,7199529230,2024-08-25 10:55:00,Hyderabad,Bike,ACTIVE
667,Antonio Sanchez,3013196329,2023-01-29 18:51:00,Delhi,Bike,INACTIVE
668,Wanda Graves,5194395202,2023-05-26 23:16:00,Pune,Scooter,INACTIVE
669,Haley Nelson DDS,1009147730,2023-02-14 03:09:00,Chennai,Scooter,INACTIVE
670,John Freeman,3742522014,2024-06-15 08:13:00,Chennai,Bike,INACTIVE
671,Richard Frazier,0731223585,2024-02-05 12:22:00,Bengaluru,Bike,ACTIVE
672,Dakota Hughes,6592203636,2024-08-14 08:43:00,Chennai,Scooter,INACTIVE
673,Wayne White,6141102727,2024-06-07 23:03:00,Chennai,Cycle,INACTIVE
674,Victoria Robinson DDS,5429319432,2024-02-02 09:48:00,Chennai,Bike,ACTIVE
675,Anthony Rivera,1589976104,2023-04-11 17:08:00,Bengaluru,Cycle,ACTIVE
676,Richard Rivera,1678801974,2023-05-24 07:17:00,Mumbai,Bike,ACTIVE
677,Christopher Hansen,2203988904,2024-01-20 11:52:00,Bengaluru,Cycle,ACTIVE
678,Kathryn Anderson,5159045855,2024-02-20 00:32:00,Hyderabad,Bike,INACTIVE
679,Ariel Williamson,1219442356,2023-12-24 01:06:00,Pune,Scooter,ACTIVE
680,Daniel Scott,8051621580,2024-08-15 05:30:00,Pune,Scooter,INACTIVE
681,Jared Perez,4693359196,2024-10-11 12:05:00,Bengaluru,Scooter,INACTIVE
682,Steven Hays,2491679649,2023-04-07 13:21:00,Chennai,Bike,ACTIVE
683,Morgan Morgan,4581639551,2024-11-20 21:45:00,Hyderabad,Cycle,INACTIVE
684,Joan Stephens MD,4543706460,2023-07-20 20:37:00,Chennai,Scooter,INACTIVE
685,Julie Morgan,9038595248,2024-03-11 18:21:00,Chennai,Cycle,INACTIVE
686,Ryan Chavez,0489348320,2023-06-18 00:20:00,Mumbai,Bike,INACTIVE
687,Lucas Robinson,0203565982,2024-07-23 16:35:00,Bengaluru,Bike,ACTIVE
688,Hector Lee,4067173846,2024-01-28 22:59:00,Delhi,Bike,INACTIVE
689,Carol Barrett,3769414675,2024-05-14 12:51:00,Delhi,Bike,INACTIVE
690,Monica Clark,5102156656,2023-10-26 04:52:00,Chennai,Cycle,INACTIVE
691,Susan Roberts,8725831858,2023-04-28 23:25:00,Hyderabad,Scooter,INACTIVE
692,Linda Warner,3519312777,2023-12-12 07:26:00,Bengaluru,Scooter,INACTIVE
693,Ashley Garcia,6167652665,2024-08-17 12:34:00,Delhi,Bike,ACTIVE
694,Vincent Lewis,8404244515,2023-02-20 04:57:00,Chennai,Cycle,ACTIVE
695,Christina Gardner,8704907584,2024-03-12 19:53:00,Delhi,Scooter,INACTIVE
696,David Gray,0617940348,2023-07-20 10:45:00,Pune,Scooter,ACTIVE
697,Lorraine Barker,6499976205,2024-04-04 23:28:00,Mumbai,Cycle,INACTIVE
698,Donald Arroyo,9381314092,2023-07-28 14:05:00,Chennai,Bike,ACTIVE
699,Travis Gregory,6344181024,2024-09-16 00:50:00,Hyderabad,Cycle,ACTIVE
700,James Sanders,3162361378,2023-09-25 11:02:00,Bengaluru,Cycle,ACTIVE
701,Michele Brown,0353954998,2023-09-28 14:41:00,Chennai,Scooter,INACTIVE
702,Jason Williams,8496816461,2023-02-12 05:08:00,Mumbai,Scooter,ACTIVE
703,Denise Sullivan,1011316594,2024-03-26 10:05:00,Bengaluru,Scooter,ACTIVE
704,Diana Watkins,3049580049,2024-03-14 00:26:00,Mumbai,Bike,INACTIVE
705,John Jones,5879218966,2023-06-23 11:27:00,Delhi,Bike,ACTIVE
706,Alec Wells,3526164908,2023-07-12 08:41:00,Chennai,Bike,INACTIVE
707,Natalie Hartman,7308558956,2024-03-07 06:21:00,Mumbai,Cycle,ACTIVE
708,Phillip Walker,5162108788,2024-08-12 11:49:00,Delhi,Bike,INACTIVE
709,Thomas Gutierrez MD,8518100017,2024-01-14 09:04:00,Chennai,Bike,ACTIVE
710,Jennifer White,2705833034,2024-02-02 08:26:00,Pune,Cycle,ACTIVE
711,Kristin Briggs,9921458455,2023-12-26 18:45:00,Delhi,Cycle,ACTIVE
712,Hannah Brandt,6850295451,2024-07-20 03:52:00,Pune,Bike,ACTIVE
713,Sheri Villarreal,6311958886,2023-08-05 20:51:00,Chennai,Scooter,ACTIVE
714,Earl Barnes,0030386547,2023-01-27 18:32:00,Mumbai,Cycle,INACTIVE
715,John Reyes,8522642403,2024-10-29 22:33:00,Delhi,Scooter,ACTIVE
716,Mrs. Courtney Johnson,9928153601,2023-05-20 02:04:00,Pune,Scooter,INACTIVE
717,Jacob Castro,1629133402,2023-10-12 13:57:00,Pune,Scooter,INACTIVE
718,Tim Clayton,8554273408,2024-04-19 18:56:00,Delhi,Scooter,ACTIVE
719,Juan Fields,0377420652,2023-12-05 01:37:00,Hyderabad,Scooter,INACTIVE
720,Leah Swanson,5415274920,2023-03-01 23:13:00,Bengaluru,Cycle,INACTIVE
721,Alfred Daugherty,0450955567,2023-09-11 19:34:00,Hyderabad,Cycle,ACTIVE
722,Robert Humphrey,2256755680,2023-12-31 15:59:00,Bengaluru,Cycle,ACTIVE
723,Samantha Fry,8888246939,2024-06-10 14:44:00,Bengaluru,Bike,ACTIVE
724,Gary Curtis,0897810780,2024-06-17 11:45:00,Chennai,Scooter,ACTIVE
725,Melissa Burns,6061469722,2023-09-14 08:08:00,Hyderabad,Cycle,ACTIVE
726,Amber Jacobson,4343854395,2023-11-27 23:19:00,Delhi,Bike,ACTIVE
727,Anna Pitts,2424256066,2023-09-10 06:20:00,Chennai,Cycle,INACTIVE
728,Jennifer Pierce,6444686099,2023-12-12 19:15:00,Bengaluru,Cycle,ACTIVE
729,Mrs. Lori Garcia MD,7288815667,2024-07-30 18:03:00,Bengaluru,Scooter,ACTIVE
730,Brenda Lee,4571418814,2024-06-26 07:00:00,Hyderabad,Bike,INACTIVE
731,Ronnie Armstrong,2012828479,2023-07-19 00:30:00,Pune,Scooter,ACTIVE
732,Michael Wilson,9707974759,2023-01-16 22:53:00,Hyderabad,Bike,ACTIVE
733,Caleb Mcdonald,2233497942,2023-08-21 19:11:00,Hyderabad,Scooter,ACTIVE
734,Wayne Martin,9942142982,2023-04-18 14:42:00,Chennai,Scooter,INACTIVE
735,Timothy Wilson,5647394061,2024-02-16 20:13:00,Mumbai,Cycle,ACTIVE
736,Kevin Serrano,0853389039,2024-08-18 22:04:00,Bengaluru,Cycle,ACTIVE
737,Mark Potter,0346989931,2023-12-03 00:26:00,Pune,Bike,INACTIVE
738,Kiara Flynn,9664539217,2023-02-05 20:32:00,Delhi,Scooter,INACTIVE
739,Clinton Dixon,3100691436,2023-11-10 11:53:00,Chennai,Scooter,ACTIVE
740,Nicholas Stewart,9475520662,2024-03-22 20:10:00,Bengaluru,Scooter,ACTIVE
741,Anthony Blake,8696212821,2024-06-06 15:31:00,Pune,Scooter,ACTIVE
742,Jeffery Baker,5597160493,2024-07-19 21:57:00,Delhi,Bike,ACTIVE
743,Brian Coleman,3262086273,2024-12-09 21:37:00,Delhi,Cycle,INACTIVE
744,Paul Patterson,1255166805,2024-02-28 16:54:00,Pune,Cycle,INACTIVE
745,Tyler Thompson,2071346243,2024-09-05 15:45:00,Hyderabad,Bike,INACTIVE
746,Alexander Parker,2436774739,2023-07-04 13:57:00,Mumbai,Bike,INACTIVE
747,Donald Jones,1686201042,2023-08-12 05:42:00,Delhi,Bike,INACTIVE
748,David Wells,6754189075,2023-02-13 06:30:00,Chennai,Cycle,ACTIVE
749,Wesley Adams,0092068809,2024-08-07 22:45:00,Bengaluru,Scooter,INACTIVE
750,Ashley Beck,1140637410,2024-02-20 10:57:00,Chennai,Bike,INACTIVE
751,Taylor Carroll,1163449647,2023-03-06 23:23:00,Mumbai,Scooter,ACTIVE
752,Kyle Meyer,0697205342,2023-01-22 15:18:00,Pune,Cycle,ACTIVE
753,Mario Ortiz,5444450845,2023-06-03 19:42:00,Hyderabad,Scooter,INACTIVE
754,Melissa Keith,1775954479,2024-12-12 18:40:00,Bengaluru,Cycle,INACTIVE
755,Neil Johnson,3398844956,2023-02-04 12:05:00,Chennai,Cycle,ACTIVE
756,Ryan Fry,7438123542,2024-08-20 03:31:00,Pune,Bike,ACTIVE
757,Sheila Johnson,6361645424,2024-11-28 09:08:00,Mumbai,Bike,INACTIVE
758,Lauren Jones,8783511066,2023-09-04 15:04:00,Delhi,Cycle,ACTIVE
759,Richard Cowan PhD,5419443553,2024-04-18 08:30:00,Hyderabad,Bike,ACTIVE
760,Kelli Freeman,4751860580,2023-08-12 02:34:00,Hyderabad,Scooter,ACTIVE
761,David Reeves,8388081075,2023-10-22 02:33:00,Mumbai,Scooter,INACTIVE
762,Jared Mclean,9707192763,2023-05-03 14:55:00,Chennai,Cycle,ACTIVE
763,Christian Ruiz,7806956516,2024-02-28 04:14:00,Bengaluru,Bike,INACTIVE
764,Charles Sanders,5504620750,2024-04-17 13:01:00,Mumbai,Bike,INACTIVE
765,Robert Phillips,3990754121,2023-07-29 08:42:00,Pune,Cycle,INACTIVE
766,James Nguyen,5992054697,2023-08-23 11:44:00,Delhi,Bike,INACTIVE
767,Douglas Brooks,4461382742,2023-11-28 11:54:00,Pune,Scooter,INACTIVE
768,Sandra Hill,8361011641,2023-07-18 02:11:00,Chennai,Bike,INACTIVE
769,Matthew Edwards,2989664035,2024-06-08 18:13:00,Delhi,Cycle,ACTIVE
770,Marie Flores,4343106756,2024-02-19 13:44:00,Mumbai,Scooter,ACTIVE
771,Walter Thompson,7256353250,2023-01-15 18:37:00,Chennai,Cycle,INACTIVE
772,Rachel Watson,0472551590,2023-08-17 18:43:00,Mumbai,Bike,ACTIVE
773,Howard Leon,0771678000,2023-11-02 18:40:00,Chennai,Scooter,INACTIVE
774,Christopher Jones,4541605691,2024-06-03 03:33:00,Pune,Scooter,INACTIVE
775,Linda Foster,6132006742,2023-01-11 17:43:00,Hyderabad,Bike,INACTIVE
776,Ms. Megan Mcgee DVM,0043407409,2023-03-12 17:20:00,Chennai,Cycle,ACTIVE
777,Alison Horn,5511926049,2024-11-18 04:25:00,Delhi,Scooter,INACTIVE
778,Jeffrey Caldwell,4900917206,2023-07-09 18:58:00,Hyderabad,Bike,INACTIVE
779,Melissa Gardner,7687333222,2023-03-09 15:57:00,Mumbai,Scooter,INACTIVE
780,Jacob Perez II,3641425830,2023-02-04 18:36:00,Pune,Bike,INACTIVE
781,Jennifer Fuentes,5445020487,2023-07-26 02:40:00,Delhi,Cycle,ACTIVE
782,Michael Gill,9611883683,2024-12-07 03:11:00,Hyderabad,Bike,ACTIVE
783,Shannon Berry,5017010335,2024-04-07 04:33:00,Mumbai,Cycle,ACTIVE
784,Jessica Harrison,3485036884,2024-06-16 00:14:00,Delhi,Scooter,ACTIVE
785,Denise Wallace,0313334702,2024-10-27 07:49:00,Bengaluru,Cycle,ACTIVE
786,Raymond Norton,1973415918,2023-10-11 19:22:00,Bengaluru,Cycle,ACTIVE
787,Jeffrey Allen,4352117236,2024-02-16 09:46:00,Pune,Scooter,INACTIVE
788,Robert Hall,6944610934,2024-08-17 06:18:00,Chennai,Scooter,ACTIVE
789,Brian Smith,7885263431,2024-07-28 23:34:00,Pune,Cycle,ACTIVE
790,Joseph Williams,1476113247,2023-07-28 07:58:00,Chennai,Scooter,ACTIVE
791,Carl Parker DDS,5043414044,2024-12-16 05:30:00,Chennai,Scooter,ACTIVE
792,Peggy Holmes,2009354041,2024-07-25 02:33:00,Delhi,Scooter,ACTIVE
793,Adam Black,6309344329,2024-11-05 19:47:00,Mumbai,Scooter,ACTIVE
794,Sarah Martin,9710145541,2023-02-04 05:58:00,Bengaluru,Bike,INACTIVE
795,Tricia Shelton,9085107534,2024-05-13 02:09:00,Pune,Bike,ACTIVE
796,Gary Hughes,7973836640,2023-09-08 17:11:00,Delhi,Bike,INACTIVE
797,Eric Watson,9432366954,2024-06-17 15:31:00,Pune,Bike,ACTIVE
798,Janet Jones,5900640656,2024-06-07 16:49:00,Delhi,Cycle,ACTIVE
799,Veronica Davis,5195383328,2024-04-28 05:27:00,Pune,Cycle,INACTIVE
800,Crystal Williams,3010057294,2024-06-27 17:22:00,Bengaluru,Bike,INACTIVE
